Date,High,Low,Volume
2013-04-08,259.679993,255.630005,2295600
2013-04-05,256.179993,253.669998,2557400
2013-04-04,260.410004,256.119995,1964400
2013-04-03,263.670013,257.75,2413800
2013-04-02,265.890015,260.549988,2631100
2013-04-01,267.399994,261.01001,2524800
2013-03-28,267.380005,264.059998,2473700
2013-03-27,265.929993,257.899994,2874900
2013-03-26,261.480011,256.279999,2421000
2013-03-25,259.429993,254.50,2513900
2013-03-22,257.769989,252.070007,3124600
2013-03-21,257.00,252.679993,2806400
2013-03-20,259.76001,254.550003,2738900
2013-03-19,259.50,252.619995,3738500
2013-03-18,261.48999,257.119995,2720200
2013-03-15,267.26001,260.049988,4865900
2013-03-14,270.00,263.529999,5226700
2013-03-13,276.50,272.640015,1884200
2013-03-12,277.399994,270.359985,3246200
2013-03-11,273.98999,270.399994,1904900
2013-03-08,275.440002,271.50,1879800
2013-03-07,274.799988,271.850006,1939000
2013-03-06,276.48999,271.829987,2050700
2013-03-05,276.679993,269.98999,3686200
2013-03-04,273.299988,264.140015,3453000
2013-03-01,266.600006,261.040009,2957000
2013-02-28,267.00,260.630005,2667200
2013-02-27,265.829987,256.859985,2908100
2013-02-26,262.040009,255.729996,3348600
2013-02-25,268.690002,259.649994,3032400
2013-02-22,267.109985,261.609985,3124800
2013-02-21,269.480011,263.25,3637400
2013-02-20,274.299988,266.369995,3528900
2013-02-19,270.109985,264.50,2854200
2013-02-15,268.920013,263.109985,3979900
2013-02-14,270.649994,265.399994,3463000
2013-02-13,269.959991,260.299988,5293000
2013-02-12,260.160004,257.00,2943700
2013-02-11,263.25,256.600006,3403700
2013-02-08,265.25,260.549988,3879200
2013-02-07,264.100006,255.110001,3975700
2013-02-06,266.890015,261.109985,2770400
2013-02-05,268.029999,261.459991,4012900
2013-02-04,264.679993,259.070007,3723600
2013-02-01,268.929993,262.799988,6115000
2013-01-31,275.940002,263.700012,6772100
